PokeID,Rank,Pokemon,Type,Metric,Values,Icon,Details Link,Data As On
P1438,356,Dusclops,Ghost,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/dusclops.png,https://pokemondb.net/pokedex/dusclops,2024-09-01 23:45:28
P1439,357,Tropius,Grass,HP,99,https://img.pokemondb.net/sprites/scarlet-violet/icon/tropius.png,https://pokemondb.net/pokedex/tropius,2024-09-01 23:45:28
P1439,357,Tropius,Flying,HP,99,https://img.pokemondb.net/sprites/scarlet-violet/icon/tropius.png,https://pokemondb.net/pokedex/tropius,2024-09-01 23:45:28
P1440,358,Chimecho,Psychic,HP,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/chimecho.png,https://pokemondb.net/pokedex/chimecho,2024-09-01 23:45:28
P1441,359,Absol,Dark,HP,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/absol.png,https://pokemondb.net/pokedex/absol,2024-09-01 23:45:28
P1442,359,Absol (Mega Absol),Dark,HP,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/absol-mega.png,https://pokemondb.net/pokedex/absol,2024-09-01 23:45:28
P1443,360,Wynaut,Psychic,HP,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/wynaut.png,https://pokemondb.net/pokedex/wynaut,2024-09-01 23:45:28
P1444,361,Snorunt,Ice,HP,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/snorunt.png,https://pokemondb.net/pokedex/snorunt,2024-09-01 23:45:28
P1445,362,Glalie,Ice,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/glalie.png,https://pokemondb.net/pokedex/glalie,2024-09-01 23:45:28
P1446,362,Glalie (Mega Glalie),Ice,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/glalie-mega.png,https://pokemondb.net/pokedex/glalie,2024-09-01 23:45:28
P1447,363,Spheal,Ice,HP,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/spheal.png,https://pokemondb.net/pokedex/spheal,2024-09-01 23:45:28
P1447,363,Spheal,Water,HP,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/spheal.png,https://pokemondb.net/pokedex/spheal,2024-09-01 23:45:28
P1448,364,Sealeo,Ice,HP,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/sealeo.png,https://pokemondb.net/pokedex/sealeo,2024-09-01 23:45:28
P1448,364,Sealeo,Water,HP,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/sealeo.png,https://pokemondb.net/pokedex/sealeo,2024-09-01 23:45:28
P1449,365,Walrein,Ice,HP,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/walrein.png,https://pokemondb.net/pokedex/walrein,2024-09-01 23:45:28
P1449,365,Walrein,Water,HP,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/walrein.png,https://pokemondb.net/pokedex/walrein,2024-09-01 23:45:28
P1450,366,Clamperl,Water,HP,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/clamperl.png,https://pokemondb.net/pokedex/clamperl,2024-09-01 23:45:28
P1451,367,Huntail,Water,HP,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/huntail.png,https://pokemondb.net/pokedex/huntail,2024-09-01 23:45:28
P1452,368,Gorebyss,Water,HP,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/gorebyss.png,https://pokemondb.net/pokedex/gorebyss,2024-09-01 23:45:28
P1453,369,Relicanth,Water,HP,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/relicanth.png,https://pokemondb.net/pokedex/relicanth,2024-09-01 23:45:28
P1453,369,Relicanth,Rock,HP,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/relicanth.png,https://pokemondb.net/pokedex/relicanth,2024-09-01 23:45:28
P1454,370,Luvdisc,Water,HP,43,https://img.pokemondb.net/sprites/scarlet-violet/icon/luvdisc.png,https://pokemondb.net/pokedex/luvdisc,2024-09-01 23:45:28
P1455,371,Bagon,Dragon,HP,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/bagon.png,https://pokemondb.net/pokedex/bagon,2024-09-01 23:45:28
P1456,372,Shelgon,Dragon,HP,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/shelgon.png,https://pokemondb.net/pokedex/shelgon,2024-09-01 23:45:28
P1457,373,Salamence,Dragon,HP,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/salamence.png,https://pokemondb.net/pokedex/salamence,2024-09-01 23:45:28
P1457,373,Salamence,Flying,HP,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/salamence.png,https://pokemondb.net/pokedex/salamence,2024-09-01 23:45:28
P1458,373,Salamence (Mega Salamence),Dragon,HP,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/salamence-mega.png,https://pokemondb.net/pokedex/salamence,2024-09-01 23:45:28
P1458,373,Salamence (Mega Salamence),Flying,HP,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/salamence-mega.png,https://pokemondb.net/pokedex/salamence,2024-09-01 23:45:28
P1459,374,Beldum,Steel,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/beldum.png,https://pokemondb.net/pokedex/beldum,2024-09-01 23:45:28
P1459,374,Beldum,Psychic,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/beldum.png,https://pokemondb.net/pokedex/beldum,2024-09-01 23:45:28
P1460,375,Metang,Steel,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/metang.png,https://pokemondb.net/pokedex/metang,2024-09-01 23:45:28
P1460,375,Metang,Psychic,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/metang.png,https://pokemondb.net/pokedex/metang,2024-09-01 23:45:28
P1461,376,Metagross,Steel,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/metagross.png,https://pokemondb.net/pokedex/metagross,2024-09-01 23:45:28
P1461,376,Metagross,Psychic,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/metagross.png,https://pokemondb.net/pokedex/metagross,2024-09-01 23:45:28
P1462,376,Metagross (Mega Metagross),Steel,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/metagross-mega.png,https://pokemondb.net/pokedex/metagross,2024-09-01 23:45:28
P1462,376,Metagross (Mega Metagross),Psychic,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/metagross-mega.png,https://pokemondb.net/pokedex/metagross,2024-09-01 23:45:28
P1463,377,Regirock,Rock,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/regirock.png,https://pokemondb.net/pokedex/regirock,2024-09-01 23:45:28
P1464,378,Regice,Ice,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/regice.png,https://pokemondb.net/pokedex/regice,2024-09-01 23:45:28
P1465,379,Registeel,Steel,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/registeel.png,https://pokemondb.net/pokedex/registeel,2024-09-01 23:45:28
P1466,380,Latias,Dragon,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/latias.png,https://pokemondb.net/pokedex/latias,2024-09-01 23:45:28
P1466,380,Latias,Psychic,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/latias.png,https://pokemondb.net/pokedex/latias,2024-09-01 23:45:28
P1467,380,Latias (Mega Latias),Dragon,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/latias-mega.png,https://pokemondb.net/pokedex/latias,2024-09-01 23:45:28
P1467,380,Latias (Mega Latias),Psychic,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/latias-mega.png,https://pokemondb.net/pokedex/latias,2024-09-01 23:45:28
P1468,381,Latios,Dragon,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/latios.png,https://pokemondb.net/pokedex/latios,2024-09-01 23:45:28
P1468,381,Latios,Psychic,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/latios.png,https://pokemondb.net/pokedex/latios,2024-09-01 23:45:28
P1469,381,Latios (Mega Latios),Dragon,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/latios-mega.png,https://pokemondb.net/pokedex/latios,2024-09-01 23:45:28
P1469,381,Latios (Mega Latios),Psychic,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/latios-mega.png,https://pokemondb.net/pokedex/latios,2024-09-01 23:45:28
P1470,382,Kyogre,Water,HP,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/kyogre.png,https://pokemondb.net/pokedex/kyogre,2024-09-01 23:45:28
P1471,382,Kyogre (Primal Kyogre),Water,HP,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/kyogre-primal.png,https://pokemondb.net/pokedex/kyogre,2024-09-01 23:45:28
P1472,383,Groudon,Ground,HP,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/groudon.png,https://pokemondb.net/pokedex/groudon,2024-09-01 23:45:28
P1473,383,Groudon (Primal Groudon),Ground,HP,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/groudon-primal.png,https://pokemondb.net/pokedex/groudon,2024-09-01 23:45:28
P1473,383,Groudon (Primal Groudon),Fire,HP,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/groudon-primal.png,https://pokemondb.net/pokedex/groudon,2024-09-01 23:45:28
P1474,384,Rayquaza,Dragon,HP,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/rayquaza.png,https://pokemondb.net/pokedex/rayquaza,2024-09-01 23:45:28
P1474,384,Rayquaza,Flying,HP,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/rayquaza.png,https://pokemondb.net/pokedex/rayquaza,2024-09-01 23:45:28
P1475,384,Rayquaza (Mega Rayquaza),Dragon,HP,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/rayquaza-mega.png,https://pokemondb.net/pokedex/rayquaza,2024-09-01 23:45:28
P1475,384,Rayquaza (Mega Rayquaza),Flying,HP,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/rayquaza-mega.png,https://pokemondb.net/pokedex/rayquaza,2024-09-01 23:45:28
P1476,385,Jirachi,Steel,HP,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/jirachi.png,https://pokemondb.net/pokedex/jirachi,2024-09-01 23:45:28
P1476,385,Jirachi,Psychic,HP,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/jirachi.png,https://pokemondb.net/pokedex/jirachi,2024-09-01 23:45:28
P1477,386,Deoxys (Normal Forme),Psychic,HP,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/deoxys-normal.png,https://pokemondb.net/pokedex/deoxys,2024-09-01 23:45:28
P1478,386,Deoxys (Attack Forme),Psychic,HP,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/deoxys-attack.png,https://pokemondb.net/pokedex/deoxys,2024-09-01 23:45:28
P1479,386,Deoxys (Defense Forme),Psychic,HP,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/deoxys-defense.png,https://pokemondb.net/pokedex/deoxys,2024-09-01 23:45:28
P1480,386,Deoxys (Speed Forme),Psychic,HP,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/deoxys-speed.png,https://pokemondb.net/pokedex/deoxys,2024-09-01 23:45:28
P1481,387,Turtwig,Grass,HP,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/turtwig.png,https://pokemondb.net/pokedex/turtwig,2024-09-01 23:45:28
P1482,388,Grotle,Grass,HP,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/grotle.png,https://pokemondb.net/pokedex/grotle,2024-09-01 23:45:28
P1483,389,Torterra,Grass,HP,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/torterra.png,https://pokemondb.net/pokedex/torterra,2024-09-01 23:45:28
P1483,389,Torterra,Ground,HP,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/torterra.png,https://pokemondb.net/pokedex/torterra,2024-09-01 23:45:28
P1484,390,Chimchar,Fire,HP,44,https://img.pokemondb.net/sprites/scarlet-violet/icon/chimchar.png,https://pokemondb.net/pokedex/chimchar,2024-09-01 23:45:28
P1485,391,Monferno,Fire,HP,64,https://img.pokemondb.net/sprites/scarlet-violet/icon/monferno.png,https://pokemondb.net/pokedex/monferno,2024-09-01 23:45:28
P1485,391,Monferno,Fighting,HP,64,https://img.pokemondb.net/sprites/scarlet-violet/icon/monferno.png,https://pokemondb.net/pokedex/monferno,2024-09-01 23:45:28
P1486,392,Infernape,Fire,HP,76,https://img.pokemondb.net/sprites/scarlet-violet/icon/infernape.png,https://pokemondb.net/pokedex/infernape,2024-09-01 23:45:28
P1486,392,Infernape,Fighting,HP,76,https://img.pokemondb.net/sprites/scarlet-violet/icon/infernape.png,https://pokemondb.net/pokedex/infernape,2024-09-01 23:45:28
P1487,393,Piplup,Water,HP,53,https://img.pokemondb.net/sprites/scarlet-violet/icon/piplup.png,https://pokemondb.net/pokedex/piplup,2024-09-01 23:45:28
P1488,394,Prinplup,Water,HP,64,https://img.pokemondb.net/sprites/scarlet-violet/icon/prinplup.png,https://pokemondb.net/pokedex/prinplup,2024-09-01 23:45:28
P1489,395,Empoleon,Water,HP,84,https://img.pokemondb.net/sprites/scarlet-violet/icon/empoleon.png,https://pokemondb.net/pokedex/empoleon,2024-09-01 23:45:28
P1489,395,Empoleon,Steel,HP,84,https://img.pokemondb.net/sprites/scarlet-violet/icon/empoleon.png,https://pokemondb.net/pokedex/empoleon,2024-09-01 23:45:28
P1490,396,Starly,Normal,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/starly.png,https://pokemondb.net/pokedex/starly,2024-09-01 23:45:28
P1490,396,Starly,Flying,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/starly.png,https://pokemondb.net/pokedex/starly,2024-09-01 23:45:28
P1491,397,Staravia,Normal,HP,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/staravia.png,https://pokemondb.net/pokedex/staravia,2024-09-01 23:45:28
P1491,397,Staravia,Flying,HP,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/staravia.png,https://pokemondb.net/pokedex/staravia,2024-09-01 23:45:28
P1492,398,Staraptor,Normal,HP,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/staraptor.png,https://pokemondb.net/pokedex/staraptor,2024-09-01 23:45:28
P1492,398,Staraptor,Flying,HP,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/staraptor.png,https://pokemondb.net/pokedex/staraptor,2024-09-01 23:45:28
P1493,399,Bidoof,Normal,HP,59,https://img.pokemondb.net/sprites/scarlet-violet/icon/bidoof.png,https://pokemondb.net/pokedex/bidoof,2024-09-01 23:45:28
P1494,400,Bibarel,Normal,HP,79,https://img.pokemondb.net/sprites/scarlet-violet/icon/bibarel.png,https://pokemondb.net/pokedex/bibarel,2024-09-01 23:45:28
P1494,400,Bibarel,Water,HP,79,https://img.pokemondb.net/sprites/scarlet-violet/icon/bibarel.png,https://pokemondb.net/pokedex/bibarel,2024-09-01 23:45:28
P1495,401,Kricketot,Bug,HP,37,https://img.pokemondb.net/sprites/scarlet-violet/icon/kricketot.png,https://pokemondb.net/pokedex/kricketot,2024-09-01 23:45:28
P1496,402,Kricketune,Bug,HP,77,https://img.pokemondb.net/sprites/scarlet-violet/icon/kricketune.png,https://pokemondb.net/pokedex/kricketune,2024-09-01 23:45:28
P1497,403,Shinx,Electric,HP,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/shinx.png,https://pokemondb.net/pokedex/shinx,2024-09-01 23:45:28
P1498,404,Luxio,Electric,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/luxio.png,https://pokemondb.net/pokedex/luxio,2024-09-01 23:45:28
P1499,405,Luxray,Electric,HP,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/luxray.png,https://pokemondb.net/pokedex/luxray,2024-09-01 23:45:28
P1500,406,Budew,Grass,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/budew.png,https://pokemondb.net/pokedex/budew,2024-09-01 23:45:28
P1500,406,Budew,Poison,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/budew.png,https://pokemondb.net/pokedex/budew,2024-09-01 23:45:28
P1501,407,Roserade,Grass,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/roserade.png,https://pokemondb.net/pokedex/roserade,2024-09-01 23:45:28
P1501,407,Roserade,Poison,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/roserade.png,https://pokemondb.net/pokedex/roserade,2024-09-01 23:45:28
P1502,408,Cranidos,Rock,HP,67,https://img.pokemondb.net/sprites/scarlet-violet/icon/cranidos.png,https://pokemondb.net/pokedex/cranidos,2024-09-01 23:45:28
P1503,409,Rampardos,Rock,HP,97,https://img.pokemondb.net/sprites/scarlet-violet/icon/rampardos.png,https://pokemondb.net/pokedex/rampardos,2024-09-01 23:45:28
P1504,410,Shieldon,Rock,HP,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/shieldon.png,https://pokemondb.net/pokedex/shieldon,2024-09-01 23:45:28
P1504,410,Shieldon,Steel,HP,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/shieldon.png,https://pokemondb.net/pokedex/shieldon,2024-09-01 23:45:28
P1505,411,Bastiodon,Rock,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/bastiodon.png,https://pokemondb.net/pokedex/bastiodon,2024-09-01 23:45:28
P1505,411,Bastiodon,Steel,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/bastiodon.png,https://pokemondb.net/pokedex/bastiodon,2024-09-01 23:45:28
P1506,412,Burmy (Plant Cloak),Bug,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/burmy-plant.png,https://pokemondb.net/pokedex/burmy,2024-09-01 23:45:28
P1507,412,Burmy (Sandy Cloak),Bug,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/burmy-sandy.png,https://pokemondb.net/pokedex/burmy,2024-09-01 23:45:28
P1508,412,Burmy (Trash Cloak),Bug,HP,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/burmy-trash.png,https://pokemondb.net/pokedex/burmy,2024-09-01 23:45:28
P1509,413,Wormadam (Plant Cloak),Bug,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/wormadam-plant.png,https://pokemondb.net/pokedex/wormadam,2024-09-01 23:45:28
P1509,413,Wormadam (Plant Cloak),Grass,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/wormadam-plant.png,https://pokemondb.net/pokedex/wormadam,2024-09-01 23:45:28
P1510,413,Wormadam (Sandy Cloak),Bug,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/wormadam-sandy.png,https://pokemondb.net/pokedex/wormadam,2024-09-01 23:45:28
P1510,413,Wormadam (Sandy Cloak),Ground,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/wormadam-sandy.png,https://pokemondb.net/pokedex/wormadam,2024-09-01 23:45:28
P1511,413,Wormadam (Trash Cloak),Bug,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/wormadam-trash.png,https://pokemondb.net/pokedex/wormadam,2024-09-01 23:45:28
P1511,413,Wormadam (Trash Cloak),Steel,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/wormadam-trash.png,https://pokemondb.net/pokedex/wormadam,2024-09-01 23:45:28
P1512,414,Mothim,Bug,HP,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/mothim.png,https://pokemondb.net/pokedex/mothim,2024-09-01 23:45:28
P1512,414,Mothim,Flying,HP,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/mothim.png,https://pokemondb.net/pokedex/mothim,2024-09-01 23:45:28
P1513,415,Combee,Bug,HP,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/combee.png,https://pokemondb.net/pokedex/combee,2024-09-01 23:45:28
P1513,415,Combee,Flying,HP,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/combee.png,https://pokemondb.net/pokedex/combee,2024-09-01 23:45:28
P1514,416,Vespiquen,Bug,HP,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/vespiquen.png,https://pokemondb.net/pokedex/vespiquen,2024-09-01 23:45:28
P1514,416,Vespiquen,Flying,HP,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/vespiquen.png,https://pokemondb.net/pokedex/vespiquen,2024-09-01 23:45:28
P1515,417,Pachirisu,Electric,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/pachirisu.png,https://pokemondb.net/pokedex/pachirisu,2024-09-01 23:45:28
P1516,418,Buizel,Water,HP,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/buizel.png,https://pokemondb.net/pokedex/buizel,2024-09-01 23:45:28
P1517,419,Floatzel,Water,HP,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/floatzel.png,https://pokemondb.net/pokedex/floatzel,2024-09-01 23:45:28
P1518,420,Cherubi,Grass,HP,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/cherubi.png,https://pokemondb.net/pokedex/cherubi,2024-09-01 23:45:28
P1519,421,Cherrim,Grass,HP,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/cherrim.png,https://pokemondb.net/pokedex/cherrim,2024-09-01 23:45:28
P1520,422,Shellos,Water,HP,76,https://img.pokemondb.net/sprites/scarlet-violet/icon/shellos.png,https://pokemondb.net/pokedex/shellos,2024-09-01 23:45:28
P1521,423,Gastrodon,Water,HP,111,https://img.pokemondb.net/sprites/scarlet-violet/icon/gastrodon.png,https://pokemondb.net/pokedex/gastrodon,2024-09-01 23:45:28
P1521,423,Gastrodon,Ground,HP,111,https://img.pokemondb.net/sprites/scarlet-violet/icon/gastrodon.png,https://pokemondb.net/pokedex/gastrodon,2024-09-01 23:45:28
P1522,424,Ambipom,Normal,HP,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/ambipom.png,https://pokemondb.net/pokedex/ambipom,2024-09-01 23:45:28
P1523,425,Drifloon,Ghost,HP,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/drifloon.png,https://pokemondb.net/pokedex/drifloon,2024-09-01 23:45:28
P1523,425,Drifloon,Flying,HP,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/drifloon.png,https://pokemondb.net/pokedex/drifloon,2024-09-01 23:45:28
P1524,426,Drifblim,Ghost,HP,150,https://img.pokemondb.net/sprites/scarlet-violet/icon/drifblim.png,https://pokemondb.net/pokedex/drifblim,2024-09-01 23:45:28
P1524,426,Drifblim,Flying,HP,150,https://img.pokemondb.net/sprites/scarlet-violet/icon/drifblim.png,https://pokemondb.net/pokedex/drifblim,2024-09-01 23:45:28
P1525,427,Buneary,Normal,HP,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/buneary.png,https://pokemondb.net/pokedex/buneary,2024-09-01 23:45:28
P1526,428,Lopunny,Normal,HP,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/lopunny.png,https://pokemondb.net/pokedex/lopunny,2024-09-01 23:45:28
P1527,428,Lopunny (Mega Lopunny),Normal,HP,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/lopunny-mega.png,https://pokemondb.net/pokedex/lopunny,2024-09-01 23:45:28
P1527,428,Lopunny (Mega Lopunny),Fighting,HP,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/lopunny-mega.png,https://pokemondb.net/pokedex/lopunny,2024-09-01 23:45:28
P1528,429,Mismagius,Ghost,HP,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/mismagius.png,https://pokemondb.net/pokedex/mismagius,2024-09-01 23:45:28
P1529,430,Honchkrow,Dark,HP,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/honchkrow.png,https://pokemondb.net/pokedex/honchkrow,2024-09-01 23:45:28
P1529,430,Honchkrow,Flying,HP,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/honchkrow.png,https://pokemondb.net/pokedex/honchkrow,2024-09-01 23:45:28
P1530,431,Glameow,Normal,HP,49,https://img.pokemondb.net/sprites/scarlet-violet/icon/glameow.png,https://pokemondb.net/pokedex/glameow,2024-09-01 23:45:28
P1531,432,Purugly,Normal,HP,71,https://img.pokemondb.net/sprites/scarlet-violet/icon/purugly.png,https://pokemondb.net/pokedex/purugly,2024-09-01 23:45:28
P1532,433,Chingling,Psychic,HP,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/chingling.png,https://pokemondb.net/pokedex/chingling,2024-09-01 23:45:28
P1533,434,Stunky,Poison,HP,63,https://img.pokemondb.net/sprites/scarlet-violet/icon/stunky.png,https://pokemondb.net/pokedex/stunky,2024-09-01 23:45:28
P1533,434,Stunky,Dark,HP,63,https://img.pokemondb.net/sprites/scarlet-violet/icon/stunky.png,https://pokemondb.net/pokedex/stunky,2024-09-01 23:45:28
P1534,435,Skuntank,Poison,HP,103,https://img.pokemondb.net/sprites/scarlet-violet/icon/skuntank.png,https://pokemondb.net/pokedex/skuntank,2024-09-01 23:45:28
P1534,435,Skuntank,Dark,HP,103,https://img.pokemondb.net/sprites/scarlet-violet/icon/skuntank.png,https://pokemondb.net/pokedex/skuntank,2024-09-01 23:45:28
P1535,436,Bronzor,Steel,HP,57,https://img.pokemondb.net/sprites/scarlet-violet/icon/bronzor.png,https://pokemondb.net/pokedex/bronzor,2024-09-01 23:45:28
P1535,436,Bronzor,Psychic,HP,57,https://img.pokemondb.net/sprites/scarlet-violet/icon/bronzor.png,https://pokemondb.net/pokedex/bronzor,2024-09-01 23:45:28
P1536,437,Bronzong,Steel,HP,67,https://img.pokemondb.net/sprites/scarlet-violet/icon/bronzong.png,https://pokemondb.net/pokedex/bronzong,2024-09-01 23:45:28
P1536,437,Bronzong,Psychic,HP,67,https://img.pokemondb.net/sprites/scarlet-violet/icon/bronzong.png,https://pokemondb.net/pokedex/bronzong,2024-09-01 23:45:28
P1537,438,Bonsly,Rock,HP,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/bonsly.png,https://pokemondb.net/pokedex/bonsly,2024-09-01 23:45:28
P1538,439,Mime Jr.,Psychic,HP,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/mime-jr.png,https://pokemondb.net/pokedex/mime-jr,2024-09-01 23:45:28
P1538,439,Mime Jr.,Fairy,HP,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/mime-jr.png,https://pokemondb.net/pokedex/mime-jr,2024-09-01 23:45:28
P1539,440,Happiny,Normal,HP,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/happiny.png,https://pokemondb.net/pokedex/happiny,2024-09-01 23:45:28
P1540,441,Chatot,Normal,HP,76,https://img.pokemondb.net/sprites/scarlet-violet/icon/chatot.png,https://pokemondb.net/pokedex/chatot,2024-09-01 23:45:28
P1540,441,Chatot,Flying,HP,76,https://img.pokemondb.net/sprites/scarlet-violet/icon/chatot.png,https://pokemondb.net/pokedex/chatot,2024-09-01 23:45:28
P1541,442,Spiritomb,Ghost,HP,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/spiritomb.png,https://pokemondb.net/pokedex/spiritomb,2024-09-01 23:45:28
P1541,442,Spiritomb,Dark,HP,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/spiritomb.png,https://pokemondb.net/pokedex/spiritomb,2024-09-01 23:45:28
P1542,443,Gible,Dragon,HP,58,https://img.pokemondb.net/sprites/scarlet-violet/icon/gible.png,https://pokemondb.net/pokedex/gible,2024-09-01 23:45:28
P1542,443,Gible,Ground,HP,58,https://img.pokemondb.net/sprites/scarlet-violet/icon/gible.png,https://pokemondb.net/pokedex/gible,2024-09-01 23:45:28
P1543,444,Gabite,Dragon,HP,68,https://img.pokemondb.net/sprites/scarlet-violet/icon/gabite.png,https://pokemondb.net/pokedex/gabite,2024-09-01 23:45:28
P1543,444,Gabite,Ground,HP,68,https://img.pokemondb.net/sprites/scarlet-violet/icon/gabite.png,https://pokemondb.net/pokedex/gabite,2024-09-01 23:45:28
