PokeID,Rank,Type,Pokemon,Icon,Details Link,Metric,Values
P1641-351,351,Water,Castform-Rainy Form,https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png,https://pokemondb.net/pokedex/castform,Attack,140
P1642-351,351,Ice,Castform-Snowy Form,https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png,https://pokemondb.net/pokedex/castform,Attack,140
P1643-352,352,Normal,Kecleon,https://img.pokemondb.net/sprites/sword-shield/icon/kecleon.png,https://pokemondb.net/pokedex/kecleon,Attack,150
P1644-353,353,Ghost,Shuppet,https://img.pokemondb.net/sprites/sword-shield/icon/shuppet.png,https://pokemondb.net/pokedex/shuppet,Attack,138
P1645-354,354,Ghost,Banette,https://img.pokemondb.net/sprites/sword-shield/icon/banette.png,https://pokemondb.net/pokedex/banette,Attack,198
P1646-354,354,Ghost,Banette-Mega Banette,https://img.pokemondb.net/sprites/sword-shield/icon/banette-mega.png,https://pokemondb.net/pokedex/banette,Attack,258
P1647-355,355,Ghost,Duskull,https://img.pokemondb.net/sprites/sword-shield/icon/duskull.png,https://pokemondb.net/pokedex/duskull,Attack,70
P1648-356,356,Ghost,Dusclops,https://img.pokemondb.net/sprites/sword-shield/icon/dusclops.png,https://pokemondb.net/pokedex/dusclops,Attack,130
P1649-357,357,Grass,Tropius,https://img.pokemondb.net/sprites/sword-shield/icon/tropius.png,https://pokemondb.net/pokedex/tropius,Attack,140
P1650-357,357,Flying,Tropius,https://img.pokemondb.net/sprites/sword-shield/icon/tropius.png,https://pokemondb.net/pokedex/tropius,Attack,140
P1651-358,358,Psychic,Chimecho,https://img.pokemondb.net/sprites/sword-shield/icon/chimecho.png,https://pokemondb.net/pokedex/chimecho,Attack,145
P1652-359,359,Dark,Absol,https://img.pokemondb.net/sprites/sword-shield/icon/absol.png,https://pokemondb.net/pokedex/absol,Attack,205
P1653-359,359,Dark,Absol-Mega Absol,https://img.pokemondb.net/sprites/sword-shield/icon/absol-mega.png,https://pokemondb.net/pokedex/absol,Attack,265
P1654-360,360,Psychic,Wynaut,https://img.pokemondb.net/sprites/sword-shield/icon/wynaut.png,https://pokemondb.net/pokedex/wynaut,Attack,46
P1655-361,361,Ice,Snorunt,https://img.pokemondb.net/sprites/sword-shield/icon/snorunt.png,https://pokemondb.net/pokedex/snorunt,Attack,100
P1656-362,362,Ice,Glalie,https://img.pokemondb.net/sprites/sword-shield/icon/glalie.png,https://pokemondb.net/pokedex/glalie,Attack,160
P1657-362,362,Ice,Glalie-Mega Glalie,https://img.pokemondb.net/sprites/sword-shield/icon/glalie-mega.png,https://pokemondb.net/pokedex/glalie,Attack,240
P1658-363,363,Ice,Spheal,https://img.pokemondb.net/sprites/sword-shield/icon/spheal.png,https://pokemondb.net/pokedex/spheal,Attack,95
P1659-363,363,Water,Spheal,https://img.pokemondb.net/sprites/sword-shield/icon/spheal.png,https://pokemondb.net/pokedex/spheal,Attack,95
P1660-364,364,Ice,Sealeo,https://img.pokemondb.net/sprites/sword-shield/icon/sealeo.png,https://pokemondb.net/pokedex/sealeo,Attack,135
P1661-364,364,Water,Sealeo,https://img.pokemondb.net/sprites/sword-shield/icon/sealeo.png,https://pokemondb.net/pokedex/sealeo,Attack,135
P1662-365,365,Ice,Walrein,https://img.pokemondb.net/sprites/sword-shield/icon/walrein.png,https://pokemondb.net/pokedex/walrein,Attack,175
P1663-365,365,Water,Walrein,https://img.pokemondb.net/sprites/sword-shield/icon/walrein.png,https://pokemondb.net/pokedex/walrein,Attack,175
P1664-366,366,Water,Clamperl,https://img.pokemondb.net/sprites/sword-shield/icon/clamperl.png,https://pokemondb.net/pokedex/clamperl,Attack,138
P1665-367,367,Water,Huntail,https://img.pokemondb.net/sprites/sword-shield/icon/huntail.png,https://pokemondb.net/pokedex/huntail,Attack,198
P1666-368,368,Water,Gorebyss,https://img.pokemondb.net/sprites/sword-shield/icon/gorebyss.png,https://pokemondb.net/pokedex/gorebyss,Attack,198
P1667-369,369,Water,Relicanth,https://img.pokemondb.net/sprites/sword-shield/icon/relicanth.png,https://pokemondb.net/pokedex/relicanth,Attack,135
P1668-369,369,Rock,Relicanth,https://img.pokemondb.net/sprites/sword-shield/icon/relicanth.png,https://pokemondb.net/pokedex/relicanth,Attack,135
P1669-370,370,Water,Luvdisc,https://img.pokemondb.net/sprites/sword-shield/icon/luvdisc.png,https://pokemondb.net/pokedex/luvdisc,Attack,70
P1670-371,371,Dragon,Bagon,https://img.pokemondb.net/sprites/sword-shield/icon/bagon.png,https://pokemondb.net/pokedex/bagon,Attack,115
P1671-372,372,Dragon,Shelgon,https://img.pokemondb.net/sprites/sword-shield/icon/shelgon.png,https://pokemondb.net/pokedex/shelgon,Attack,155
P1672-373,373,Dragon,Salamence,https://img.pokemondb.net/sprites/sword-shield/icon/salamence.png,https://pokemondb.net/pokedex/salamence,Attack,245
P1673-373,373,Flying,Salamence,https://img.pokemondb.net/sprites/sword-shield/icon/salamence.png,https://pokemondb.net/pokedex/salamence,Attack,245
P1674-373,373,Dragon,Salamence-Mega Salamence,https://img.pokemondb.net/sprites/sword-shield/icon/salamence-mega.png,https://pokemondb.net/pokedex/salamence,Attack,265
P1675-373,373,Flying,Salamence-Mega Salamence,https://img.pokemondb.net/sprites/sword-shield/icon/salamence-mega.png,https://pokemondb.net/pokedex/salamence,Attack,265
P1676-374,374,Steel,Beldum,https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png,https://pokemondb.net/pokedex/beldum,Attack,90
P1677-374,374,Psychic,Beldum,https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png,https://pokemondb.net/pokedex/beldum,Attack,90
P1678-375,375,Steel,Metang,https://img.pokemondb.net/sprites/sword-shield/icon/metang.png,https://pokemondb.net/pokedex/metang,Attack,130
P1679-375,375,Psychic,Metang,https://img.pokemondb.net/sprites/sword-shield/icon/metang.png,https://pokemondb.net/pokedex/metang,Attack,130
P1680-376,376,Steel,Metagross,https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png,https://pokemondb.net/pokedex/metagross,Attack,230
P1681-376,376,Psychic,Metagross,https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png,https://pokemondb.net/pokedex/metagross,Attack,230
P1682-376,376,Steel,Metagross-Mega Metagross,https://img.pokemondb.net/sprites/sword-shield/icon/metagross-mega.png,https://pokemondb.net/pokedex/metagross,Attack,250
P1683-376,376,Psychic,Metagross-Mega Metagross,https://img.pokemondb.net/sprites/sword-shield/icon/metagross-mega.png,https://pokemondb.net/pokedex/metagross,Attack,250
P1684-377,377,Rock,Regirock,https://img.pokemondb.net/sprites/sword-shield/icon/regirock.png,https://pokemondb.net/pokedex/regirock,Attack,150
P1685-378,378,Ice,Regice,https://img.pokemondb.net/sprites/sword-shield/icon/regice.png,https://pokemondb.net/pokedex/regice,Attack,150
P1686-379,379,Steel,Registeel,https://img.pokemondb.net/sprites/sword-shield/icon/registeel.png,https://pokemondb.net/pokedex/registeel,Attack,150
P1687-380,380,Dragon,Latias,https://img.pokemondb.net/sprites/sword-shield/icon/latias.png,https://pokemondb.net/pokedex/latias,Attack,190
P1688-380,380,Psychic,Latias,https://img.pokemondb.net/sprites/sword-shield/icon/latias.png,https://pokemondb.net/pokedex/latias,Attack,190
P1689-380,380,Dragon,Latias-Mega Latias,https://img.pokemondb.net/sprites/sword-shield/icon/latias-mega.png,https://pokemondb.net/pokedex/latias,Attack,240
P1690-380,380,Psychic,Latias-Mega Latias,https://img.pokemondb.net/sprites/sword-shield/icon/latias-mega.png,https://pokemondb.net/pokedex/latias,Attack,240
P1691-381,381,Dragon,Latios,https://img.pokemondb.net/sprites/sword-shield/icon/latios.png,https://pokemondb.net/pokedex/latios,Attack,220
P1692-381,381,Psychic,Latios,https://img.pokemondb.net/sprites/sword-shield/icon/latios.png,https://pokemondb.net/pokedex/latios,Attack,220
P1693-381,381,Dragon,Latios-Mega Latios,https://img.pokemondb.net/sprites/sword-shield/icon/latios-mega.png,https://pokemondb.net/pokedex/latios,Attack,290
P1694-381,381,Psychic,Latios-Mega Latios,https://img.pokemondb.net/sprites/sword-shield/icon/latios-mega.png,https://pokemondb.net/pokedex/latios,Attack,290
P1695-382,382,Water,Kyogre,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre.png,https://pokemondb.net/pokedex/kyogre,Attack,250
P1696-382,382,Water,Kyogre-Primal Kyogre,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre-primal.png,https://pokemondb.net/pokedex/kyogre,Attack,330
P1697-383,383,Ground,Groudon,https://img.pokemondb.net/sprites/sword-shield/icon/groudon.png,https://pokemondb.net/pokedex/groudon,Attack,250
P1698-383,383,Ground,Groudon-Primal Groudon,https://img.pokemondb.net/sprites/sword-shield/icon/groudon-primal.png,https://pokemondb.net/pokedex/groudon,Attack,330
P1699-383,383,Fire,Groudon-Primal Groudon,https://img.pokemondb.net/sprites/sword-shield/icon/groudon-primal.png,https://pokemondb.net/pokedex/groudon,Attack,330
P1700-384,384,Dragon,Rayquaza,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza.png,https://pokemondb.net/pokedex/rayquaza,Attack,300
P1701-384,384,Flying,Rayquaza,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza.png,https://pokemondb.net/pokedex/rayquaza,Attack,300
P1702-384,384,Dragon,Rayquaza-Mega Rayquaza,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza-mega.png,https://pokemondb.net/pokedex/rayquaza,Attack,360
P1703-384,384,Flying,Rayquaza-Mega Rayquaza,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza-mega.png,https://pokemondb.net/pokedex/rayquaza,Attack,360
P1704-385,385,Steel,Jirachi,https://img.pokemondb.net/sprites/sword-shield/icon/jirachi.png,https://pokemondb.net/pokedex/jirachi,Attack,200
P1705-385,385,Psychic,Jirachi,https://img.pokemondb.net/sprites/sword-shield/icon/jirachi.png,https://pokemondb.net/pokedex/jirachi,Attack,200
P1706-386,386,Psychic,Deoxys-Normal Forme,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-normal.png,https://pokemondb.net/pokedex/deoxys,Attack,300
P1707-386,386,Psychic,Deoxys-Attack Forme,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-attack.png,https://pokemondb.net/pokedex/deoxys,Attack,360
P1708-386,386,Psychic,Deoxys-Defense Forme,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-defense.png,https://pokemondb.net/pokedex/deoxys,Attack,140
P1709-386,386,Psychic,Deoxys-Speed Forme,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-speed.png,https://pokemondb.net/pokedex/deoxys,Attack,190
P1710-387,387,Grass,Turtwig,https://img.pokemondb.net/sprites/sword-shield/icon/turtwig.png,https://pokemondb.net/pokedex/turtwig,Attack,113
P1711-388,388,Grass,Grotle,https://img.pokemondb.net/sprites/sword-shield/icon/grotle.png,https://pokemondb.net/pokedex/grotle,Attack,144
P1712-389,389,Grass,Torterra,https://img.pokemondb.net/sprites/sword-shield/icon/torterra.png,https://pokemondb.net/pokedex/torterra,Attack,184
P1713-389,389,Ground,Torterra,https://img.pokemondb.net/sprites/sword-shield/icon/torterra.png,https://pokemondb.net/pokedex/torterra,Attack,184
P1714-390,390,Fire,Chimchar,https://img.pokemondb.net/sprites/sword-shield/icon/chimchar.png,https://pokemondb.net/pokedex/chimchar,Attack,116
P1715-391,391,Fire,Monferno,https://img.pokemondb.net/sprites/sword-shield/icon/monferno.png,https://pokemondb.net/pokedex/monferno,Attack,156
P1716-391,391,Fighting,Monferno,https://img.pokemondb.net/sprites/sword-shield/icon/monferno.png,https://pokemondb.net/pokedex/monferno,Attack,156
P1717-392,392,Fire,Infernape,https://img.pokemondb.net/sprites/sword-shield/icon/infernape.png,https://pokemondb.net/pokedex/infernape,Attack,208
P1718-392,392,Fighting,Infernape,https://img.pokemondb.net/sprites/sword-shield/icon/infernape.png,https://pokemondb.net/pokedex/infernape,Attack,208
P1719-393,393,Water,Piplup,https://img.pokemondb.net/sprites/sword-shield/icon/piplup.png,https://pokemondb.net/pokedex/piplup,Attack,112
P1720-394,394,Water,Prinplup,https://img.pokemondb.net/sprites/sword-shield/icon/prinplup.png,https://pokemondb.net/pokedex/prinplup,Attack,147
P1721-395,395,Water,Empoleon,https://img.pokemondb.net/sprites/sword-shield/icon/empoleon.png,https://pokemondb.net/pokedex/empoleon,Attack,197
P1722-395,395,Steel,Empoleon,https://img.pokemondb.net/sprites/sword-shield/icon/empoleon.png,https://pokemondb.net/pokedex/empoleon,Attack,197
P1723-396,396,Normal,Starly,https://img.pokemondb.net/sprites/sword-shield/icon/starly.png,https://pokemondb.net/pokedex/starly,Attack,85
P1724-396,396,Flying,Starly,https://img.pokemondb.net/sprites/sword-shield/icon/starly.png,https://pokemondb.net/pokedex/starly,Attack,85
P1725-397,397,Normal,Staravia,https://img.pokemondb.net/sprites/sword-shield/icon/staravia.png,https://pokemondb.net/pokedex/staravia,Attack,115
P1726-397,397,Flying,Staravia,https://img.pokemondb.net/sprites/sword-shield/icon/staravia.png,https://pokemondb.net/pokedex/staravia,Attack,115
P1727-398,398,Normal,Staraptor,https://img.pokemondb.net/sprites/sword-shield/icon/staraptor.png,https://pokemondb.net/pokedex/staraptor,Attack,170
P1728-398,398,Flying,Staraptor,https://img.pokemondb.net/sprites/sword-shield/icon/staraptor.png,https://pokemondb.net/pokedex/staraptor,Attack,170
P1729-399,399,Normal,Bidoof,https://img.pokemondb.net/sprites/sword-shield/icon/bidoof.png,https://pokemondb.net/pokedex/bidoof,Attack,80
P1730-400,400,Normal,Bibarel,https://img.pokemondb.net/sprites/sword-shield/icon/bibarel.png,https://pokemondb.net/pokedex/bibarel,Attack,140
P1731-400,400,Water,Bibarel,https://img.pokemondb.net/sprites/sword-shield/icon/bibarel.png,https://pokemondb.net/pokedex/bibarel,Attack,140
P1732-401,401,Bug,Kricketot,https://img.pokemondb.net/sprites/sword-shield/icon/kricketot.png,https://pokemondb.net/pokedex/kricketot,Attack,50
P1733-402,402,Bug,Kricketune,https://img.pokemondb.net/sprites/sword-shield/icon/kricketune.png,https://pokemondb.net/pokedex/kricketune,Attack,140
P1734-403,403,Electric,Shinx,https://img.pokemondb.net/sprites/sword-shield/icon/shinx.png,https://pokemondb.net/pokedex/shinx,Attack,105
P1735-404,404,Electric,Luxio,https://img.pokemondb.net/sprites/sword-shield/icon/luxio.png,https://pokemondb.net/pokedex/luxio,Attack,145
P1736-405,405,Electric,Luxray,https://img.pokemondb.net/sprites/sword-shield/icon/luxray.png,https://pokemondb.net/pokedex/luxray,Attack,215
P1737-406,406,Grass,Budew,https://img.pokemondb.net/sprites/sword-shield/icon/budew.png,https://pokemondb.net/pokedex/budew,Attack,80
P1738-406,406,Poison,Budew,https://img.pokemondb.net/sprites/sword-shield/icon/budew.png,https://pokemondb.net/pokedex/budew,Attack,80
P1739-407,407,Grass,Roserade,https://img.pokemondb.net/sprites/sword-shield/icon/roserade.png,https://pokemondb.net/pokedex/roserade,Attack,195
P1740-407,407,Poison,Roserade,https://img.pokemondb.net/sprites/sword-shield/icon/roserade.png,https://pokemondb.net/pokedex/roserade,Attack,195
P1741-408,408,Rock,Cranidos,https://img.pokemondb.net/sprites/sword-shield/icon/cranidos.png,https://pokemondb.net/pokedex/cranidos,Attack,155
P1742-409,409,Rock,Rampardos,https://img.pokemondb.net/sprites/sword-shield/icon/rampardos.png,https://pokemondb.net/pokedex/rampardos,Attack,230
P1743-410,410,Rock,Shieldon,https://img.pokemondb.net/sprites/sword-shield/icon/shieldon.png,https://pokemondb.net/pokedex/shieldon,Attack,84
P1744-410,410,Steel,Shieldon,https://img.pokemondb.net/sprites/sword-shield/icon/shieldon.png,https://pokemondb.net/pokedex/shieldon,Attack,84
P1745-411,411,Rock,Bastiodon,https://img.pokemondb.net/sprites/sword-shield/icon/bastiodon.png,https://pokemondb.net/pokedex/bastiodon,Attack,99
P1746-411,411,Steel,Bastiodon,https://img.pokemondb.net/sprites/sword-shield/icon/bastiodon.png,https://pokemondb.net/pokedex/bastiodon,Attack,99
P1747-412,412,Bug,Burmy,https://img.pokemondb.net/sprites/sword-shield/icon/burmy.png,https://pokemondb.net/pokedex/burmy,Attack,58
P1748-413,413,Bug,Wormadam-Plant Cloak,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-plant.png,https://pokemondb.net/pokedex/wormadam,Attack,138
P1749-413,413,Grass,Wormadam-Plant Cloak,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-plant.png,https://pokemondb.net/pokedex/wormadam,Attack,138
P1750-413,413,Bug,Wormadam-Sandy Cloak,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-sandy.png,https://pokemondb.net/pokedex/wormadam,Attack,138
P1751-413,413,Ground,Wormadam-Sandy Cloak,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-sandy.png,https://pokemondb.net/pokedex/wormadam,Attack,138
P1752-413,413,Bug,Wormadam-Trash Cloak,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-trash.png,https://pokemondb.net/pokedex/wormadam,Attack,138
P1753-413,413,Steel,Wormadam-Trash Cloak,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-trash.png,https://pokemondb.net/pokedex/wormadam,Attack,138
P1754-414,414,Bug,Mothim,https://img.pokemondb.net/sprites/sword-shield/icon/mothim.png,https://pokemondb.net/pokedex/mothim,Attack,188
P1755-414,414,Flying,Mothim,https://img.pokemondb.net/sprites/sword-shield/icon/mothim.png,https://pokemondb.net/pokedex/mothim,Attack,188
P1756-415,415,Bug,Combee,https://img.pokemondb.net/sprites/sword-shield/icon/combee.png,https://pokemondb.net/pokedex/combee,Attack,60
P1757-415,415,Flying,Combee,https://img.pokemondb.net/sprites/sword-shield/icon/combee.png,https://pokemondb.net/pokedex/combee,Attack,60
P1758-416,416,Bug,Vespiquen,https://img.pokemondb.net/sprites/sword-shield/icon/vespiquen.png,https://pokemondb.net/pokedex/vespiquen,Attack,160
P1759-416,416,Flying,Vespiquen,https://img.pokemondb.net/sprites/sword-shield/icon/vespiquen.png,https://pokemondb.net/pokedex/vespiquen,Attack,160
P1760-417,417,Electric,Pachirisu,https://img.pokemondb.net/sprites/sword-shield/icon/pachirisu.png,https://pokemondb.net/pokedex/pachirisu,Attack,90
P1761-418,418,Water,Buizel,https://img.pokemondb.net/sprites/sword-shield/icon/buizel.png,https://pokemondb.net/pokedex/buizel,Attack,125
P1762-419,419,Water,Floatzel,https://img.pokemondb.net/sprites/sword-shield/icon/floatzel.png,https://pokemondb.net/pokedex/floatzel,Attack,190
P1763-420,420,Grass,Cherubi,https://img.pokemondb.net/sprites/sword-shield/icon/cherubi.png,https://pokemondb.net/pokedex/cherubi,Attack,97
P1764-421,421,Grass,Cherrim,https://img.pokemondb.net/sprites/sword-shield/icon/cherrim.png,https://pokemondb.net/pokedex/cherrim,Attack,147
P1765-422,422,Water,Shellos,https://img.pokemondb.net/sprites/sword-shield/icon/shellos.png,https://pokemondb.net/pokedex/shellos,Attack,105
P1766-423,423,Water,Gastrodon,https://img.pokemondb.net/sprites/sword-shield/icon/gastrodon.png,https://pokemondb.net/pokedex/gastrodon,Attack,175
P1767-423,423,Ground,Gastrodon,https://img.pokemondb.net/sprites/sword-shield/icon/gastrodon.png,https://pokemondb.net/pokedex/gastrodon,Attack,175
P1768-424,424,Normal,Ambipom,https://img.pokemondb.net/sprites/sword-shield/icon/ambipom.png,https://pokemondb.net/pokedex/ambipom,Attack,160
P1769-425,425,Ghost,Drifloon,https://img.pokemondb.net/sprites/sword-shield/icon/drifloon.png,https://pokemondb.net/pokedex/drifloon,Attack,110
P1770-425,425,Flying,Drifloon,https://img.pokemondb.net/sprites/sword-shield/icon/drifloon.png,https://pokemondb.net/pokedex/drifloon,Attack,110
P1771-426,426,Ghost,Drifblim,https://img.pokemondb.net/sprites/sword-shield/icon/drifblim.png,https://pokemondb.net/pokedex/drifblim,Attack,170
P1772-426,426,Flying,Drifblim,https://img.pokemondb.net/sprites/sword-shield/icon/drifblim.png,https://pokemondb.net/pokedex/drifblim,Attack,170
P1773-427,427,Normal,Buneary,https://img.pokemondb.net/sprites/sword-shield/icon/buneary.png,https://pokemondb.net/pokedex/buneary,Attack,110
P1774-428,428,Normal,Lopunny,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny.png,https://pokemondb.net/pokedex/lopunny,Attack,130
P1775-428,428,Normal,Lopunny-Mega Lopunny,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny-mega.png,https://pokemondb.net/pokedex/lopunny,Attack,190
P1776-428,428,Fighting,Lopunny-Mega Lopunny,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny-mega.png,https://pokemondb.net/pokedex/lopunny,Attack,190
P1777-429,429,Ghost,Mismagius,https://img.pokemondb.net/sprites/sword-shield/icon/mismagius.png,https://pokemondb.net/pokedex/mismagius,Attack,165
P1778-430,430,Dark,Honchkrow,https://img.pokemondb.net/sprites/sword-shield/icon/honchkrow.png,https://pokemondb.net/pokedex/honchkrow,Attack,230
P1779-430,430,Flying,Honchkrow,https://img.pokemondb.net/sprites/sword-shield/icon/honchkrow.png,https://pokemondb.net/pokedex/honchkrow,Attack,230
P1780-431,431,Normal,Glameow,https://img.pokemondb.net/sprites/sword-shield/icon/glameow.png,https://pokemondb.net/pokedex/glameow,Attack,97
P1781-432,432,Normal,Purugly,https://img.pokemondb.net/sprites/sword-shield/icon/purugly.png,https://pokemondb.net/pokedex/purugly,Attack,146
P1782-433,433,Psychic,Chingling,https://img.pokemondb.net/sprites/sword-shield/icon/chingling.png,https://pokemondb.net/pokedex/chingling,Attack,95
P1783-434,434,Poison,Stunky,https://img.pokemondb.net/sprites/sword-shield/icon/stunky.png,https://pokemondb.net/pokedex/stunky,Attack,104
P1784-434,434,Dark,Stunky,https://img.pokemondb.net/sprites/sword-shield/icon/stunky.png,https://pokemondb.net/pokedex/stunky,Attack,104
P1785-435,435,Poison,Skuntank,https://img.pokemondb.net/sprites/sword-shield/icon/skuntank.png,https://pokemondb.net/pokedex/skuntank,Attack,164
P1786-435,435,Dark,Skuntank,https://img.pokemondb.net/sprites/sword-shield/icon/skuntank.png,https://pokemondb.net/pokedex/skuntank,Attack,164
P1787-436,436,Steel,Bronzor,https://img.pokemondb.net/sprites/sword-shield/icon/bronzor.png,https://pokemondb.net/pokedex/bronzor,Attack,48
P1788-436,436,Psychic,Bronzor,https://img.pokemondb.net/sprites/sword-shield/icon/bronzor.png,https://pokemondb.net/pokedex/bronzor,Attack,48
P1789-437,437,Steel,Bronzong,https://img.pokemondb.net/sprites/sword-shield/icon/bronzong.png,https://pokemondb.net/pokedex/bronzong,Attack,168
P1790-437,437,Psychic,Bronzong,https://img.pokemondb.net/sprites/sword-shield/icon/bronzong.png,https://pokemondb.net/pokedex/bronzong,Attack,168
P1791-438,438,Rock,Bonsly,https://img.pokemondb.net/sprites/sword-shield/icon/bonsly.png,https://pokemondb.net/pokedex/bonsly,Attack,90
P1792-439,439,Psychic,Mime Jr.,https://img.pokemondb.net/sprites/sword-shield/icon/mime-jr.png,https://pokemondb.net/pokedex/mime-jr,Attack,95
P1793-439,439,Fairy,Mime Jr.,https://img.pokemondb.net/sprites/sword-shield/icon/mime-jr.png,https://pokemondb.net/pokedex/mime-jr,Attack,95
P1794-440,440,Normal,Happiny,https://img.pokemondb.net/sprites/sword-shield/icon/happiny.png,https://pokemondb.net/pokedex/happiny,Attack,20
P1795-441,441,Normal,Chatot,https://img.pokemondb.net/sprites/sword-shield/icon/chatot.png,https://pokemondb.net/pokedex/chatot,Attack,157
P1796-441,441,Flying,Chatot,https://img.pokemondb.net/sprites/sword-shield/icon/chatot.png,https://pokemondb.net/pokedex/chatot,Attack,157
P1797-442,442,Ghost,Spiritomb,https://img.pokemondb.net/sprites/sword-shield/icon/spiritomb.png,https://pokemondb.net/pokedex/spiritomb,Attack,184
P1798-442,442,Dark,Spiritomb,https://img.pokemondb.net/sprites/sword-shield/icon/spiritomb.png,https://pokemondb.net/pokedex/spiritomb,Attack,184
P1799-443,443,Dragon,Gible,https://img.pokemondb.net/sprites/sword-shield/icon/gible.png,https://pokemondb.net/pokedex/gible,Attack,110
P1800-443,443,Ground,Gible,https://img.pokemondb.net/sprites/sword-shield/icon/gible.png,https://pokemondb.net/pokedex/gible,Attack,110
P1801-444,444,Dragon,Gabite,https://img.pokemondb.net/sprites/sword-shield/icon/gabite.png,https://pokemondb.net/pokedex/gabite,Attack,140
P1802-444,444,Ground,Gabite,https://img.pokemondb.net/sprites/sword-shield/icon/gabite.png,https://pokemondb.net/pokedex/gabite,Attack,140
P1803-445,445,Dragon,Garchomp,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp.png,https://pokemondb.net/pokedex/garchomp,Attack,210
P1804-445,445,Ground,Garchomp,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp.png,https://pokemondb.net/pokedex/garchomp,Attack,210
P1805-445,445,Dragon,Garchomp-Mega Garchomp,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp-mega.png,https://pokemondb.net/pokedex/garchomp,Attack,290
P1806-445,445,Ground,Garchomp-Mega Garchomp,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp-mega.png,https://pokemondb.net/pokedex/garchomp,Attack,290
P1807-446,446,Normal,Munchlax,https://img.pokemondb.net/sprites/sword-shield/icon/munchlax.png,https://pokemondb.net/pokedex/munchlax,Attack,125
P1808-447,447,Fighting,Riolu,https://img.pokemondb.net/sprites/sword-shield/icon/riolu.png,https://pokemondb.net/pokedex/riolu,Attack,105
P1809-448,448,Fighting,Lucario,https://img.pokemondb.net/sprites/sword-shield/icon/lucario.png,https://pokemondb.net/pokedex/lucario,Attack,225
P1810-448,448,Steel,Lucario,https://img.pokemondb.net/sprites/sword-shield/icon/lucario.png,https://pokemondb.net/pokedex/lucario,Attack,225
P1811-448,448,Fighting,Lucario-Mega Lucario,https://img.pokemondb.net/sprites/sword-shield/icon/lucario-mega.png,https://pokemondb.net/pokedex/lucario,Attack,285
P1812-448,448,Steel,Lucario-Mega Lucario,https://img.pokemondb.net/sprites/sword-shield/icon/lucario-mega.png,https://pokemondb.net/pokedex/lucario,Attack,285
P1813-449,449,Ground,Hippopotas,https://img.pokemondb.net/sprites/sword-shield/icon/hippopotas.png,https://pokemondb.net/pokedex/hippopotas,Attack,110
P1814-450,450,Ground,Hippowdon,https://img.pokemondb.net/sprites/sword-shield/icon/hippowdon.png,https://pokemondb.net/pokedex/hippowdon,Attack,180
P1815-451,451,Poison,Skorupi,https://img.pokemondb.net/sprites/sword-shield/icon/skorupi.png,https://pokemondb.net/pokedex/skorupi,Attack,80
P1816-451,451,Bug,Skorupi,https://img.pokemondb.net/sprites/sword-shield/icon/skorupi.png,https://pokemondb.net/pokedex/skorupi,Attack,80
P1817-452,452,Poison,Drapion,https://img.pokemondb.net/sprites/sword-shield/icon/drapion.png,https://pokemondb.net/pokedex/drapion,Attack,150
P1818-452,452,Dark,Drapion,https://img.pokemondb.net/sprites/sword-shield/icon/drapion.png,https://pokemondb.net/pokedex/drapion,Attack,150
P1819-453,453,Poison,Croagunk,https://img.pokemondb.net/sprites/sword-shield/icon/croagunk.png,https://pokemondb.net/pokedex/croagunk,Attack,122
P1820-453,453,Fighting,Croagunk,https://img.pokemondb.net/sprites/sword-shield/icon/croagunk.png,https://pokemondb.net/pokedex/croagunk,Attack,122
P1821-454,454,Poison,Toxicroak,https://img.pokemondb.net/sprites/sword-shield/icon/toxicroak.png,https://pokemondb.net/pokedex/toxicroak,Attack,192
